period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2944160010,2940000000,2974200000,42,2289000000,0.28620002
+1q,3283706840,3243260000,3326900000,41,2536300000,0.2947
0y,11293975740,11227554000,11369200000,48,9221500000,0.22469999
+1y,13548386080,12738986000,14467500000,48,11293975740,0.1996
