period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1627997660,1571200000,1736100000,14,1635000000,-0.0043
+1q,2140022930,2065157620,2272100000,14,2102400000,0.0179
0y,8063292210,7786000000,8611000000,19,7941100000,0.0154
+1y,8608372780,8240600000,9388705070,18,8063292210,0.067600004
