period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.13166,0.97,1.45,1.0,15,0.1317
+1q,2.74587,2.59,2.86,2.45,15,0.120799996
0y,9.28634,8.8,9.95,8.0,19,0.1608
+1y,10.86799,9.44,11.75,9.28634,19,0.1703
