period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.13575,3.97,4.35,3.84,13,0.077
+1q,4.74071,4.65,4.80454,4.35,13,0.08979999
0y,17.79769,16.62,17.96,16.44,19,0.082600005
+1y,19.29242,17.88,19.83,17.79769,19,0.084
