,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-24074100.0,-6409000.0,-122238300.0,-58257620.817844
Tax Rate For Calcs,0.207,0.221,0.331,0.189025
Normalized EBITDA,2129000000.0,1840300000.0,1715100000.0,2262600000.0
Total Unusual Items,-116300000.0,-29000000.0,-369300000.0,-308200000.0
Total Unusual Items Excluding Goodwill,-116300000.0,-29000000.0,-369300000.0,-308200000.0
Net Income From Continuing Operation Net Minority Interest,876500000.0,746000000.0,379200000.0,1002000000.0
Reconciled Depreciation,681100000.0,643500000.0,577300000.0,537200000.0
Reconciled Cost Of Revenue,9538100000.0,8997400000.0,8439200000.0,7811400000.0
EBITDA,2012700000.0,1811300000.0,1345800000.0,1954400000.0
EBIT,1331600000.0,1167800000.0,768500000.0,1417200000.0
Net Interest Income,-224100000.0,-208300000.0,-199600000.0,-179800000.0
Interest Expense,224100000.0,208300000.0,199600000.0,179800000.0
Normalized Income,968725900.0,768591000.0,626261700.0,1251942379.182156
Net Income From Continuing And Discontinued Operation,876500000.0,746000000.0,418000000.0,1279100000.0
Total Expenses,12435500000.0,11870900000.0,11037900000.0,10111700000.0
Total Operating Income As Reported,1384700000.0,1086700000.0,725600000.0,1436500000.0
Diluted Average Shares,83800000.0,84400000.0,87600000.0,91600000.0
Basic Average Shares,83200000.0,83900000.0,87100000.0,91100000.0
Diluted EPS,10.46,8.84,4.77,13.97
Basic EPS,10.54,8.89,4.8,14.05
Diluted NI Availto Com Stockholders,876500000.0,746000000.0,418000000.0,1279100000.0
Net Income Common Stockholders,876500000.0,746000000.0,418000000.0,1279100000.0
Net Income,876500000.0,746000000.0,418000000.0,1279100000.0
Minority Interests,-1200000.0,-1100000.0,-1200000.0,-1500000.0
Net Income Including Noncontrolling Interests,877700000.0,747100000.0,419200000.0,1280600000.0
Net Income Discontinuous Operations,0.0,0.0,38800000.0,277100000.0
Net Income Continuous Operations,877700000.0,747100000.0,380400000.0,1003500000.0
Tax Provision,229800000.0,212400000.0,188500000.0,233900000.0
Pretax Income,1107500000.0,959500000.0,568900000.0,1237400000.0
Other Income Expense,-184600000.0,29800000.0,-355200000.0,-335000000.0
Other Non Operating Income Expenses,-55000000.0,60200000.0,15500000.0,-32200000.0
Special Income Charges,-131500000.0,-51300000.0,-398100000.0,-315700000.0
Impairment Of Capital Assets,4300000.0,5300000.0,349000000.0,261700000.0
Restructuring And Mergern Acquisition,127200000.0,46000000.0,49100000.0,54000000.0
Earnings From Equity Interest,-13300000.0,-1400000.0,-1400000.0,5400000.0
Gain On Sale Of Security,15200000.0,22300000.0,28800000.0,7500000.0
Net Non Operating Interest Income Expense,-224100000.0,-208300000.0,-199600000.0,-179800000.0
Interest Expense Non Operating,224100000.0,208300000.0,199600000.0,179800000.0
Operating Income,1516200000.0,1138000000.0,1123700000.0,1752200000.0
Operating Expense,2496300000.0,2486400000.0,2241200000.0,1956700000.0
Depreciation Amortization Depletion Income Statement,280000000.0,256400000.0,219800000.0,193600000.0
Depreciation And Amortization In Income Statement,280000000.0,256400000.0,219800000.0,193600000.0
Amortization,280000000.0,256400000.0,219800000.0,193600000.0
Amortization Of Intangibles Income Statement,280000000.0,256400000.0,219800000.0,193600000.0
Selling General And Administration,2216300000.0,2230000000.0,2021400000.0,1763100000.0
Gross Profit,4012500000.0,3624400000.0,3364900000.0,3708900000.0
Cost Of Revenue,9939200000.0,9384500000.0,8796700000.0,8155000000.0
Total Revenue,13951700000.0,13008900000.0,12161600000.0,11863900000.0
Operating Revenue,13974700000.0,13066900000.0,12161600000.0,11863900000.0
