period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3513378320,3456000000,3552900000,11,3345100000,0.050300002
+1q,3694260420,3668929010,3722039360,11,3527300000,0.0473
0y,14677028380,14512000000,14727133260,16,13951700000,0.051999997
+1y,15373684300,15169000000,15626315690,16,14677028380,0.0475
