,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1195,9850631,2675529741,0.0038
1,2025-12-31,Blackrock Inc.,0.0794,6540781,1776541431,-0.195
2,2025-12-31,Victory Capital Management Inc.,0.065,5356825,1454967159,1.0311
3,2025-12-31,State Street Corporation,0.0464,3826327,1039268620,-0.0015
4,2025-12-31,"Allspring Global Investments Holdings, LLC",0.026800001,2204276,598703372,0.1042
5,2025-12-31,"Geode Capital Management, LLC",0.025899999,2137010,580433254,0.0064999997
6,2025-12-31,Select Equity Group LP,0.0256,2110779,573308653,0.14899999
7,2025-12-31,"Wellington Management Group, LLP",0.0238,1963101,533197833,-0.0678
8,2025-12-31,Boston Partners,0.0232,1913695,519778670,1.0
9,2025-12-31,Morgan Stanley,0.0183,1505539,408919425,-0.0011999999
