period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.27451,-0.46,0.82754,0.71,17,-0.6134
+1q,0.84845,0.56,1.01,0.88,18,-0.0359
0y,3.17786,1.95,4.101,3.53,19,-0.0998
+1y,4.81785,4.14,5.09336,3.17786,19,0.5161
