,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1109,57142072,6307341750,0.1342
1,2025-12-31,"Japan Post Holdings Co., Ltd.",0.1015,52300000,5772873856,0.0
2,2025-12-31,Blackrock Inc.,0.0714,36777826,4059536332,-0.047
3,2025-12-31,State Street Corporation,0.0461,23762601,2622915833,-0.023
4,2025-12-31,Wells Fargo & Company,0.021,10820083,1194320731,-0.024500001
5,2025-12-31,"Geode Capital Management, LLC",0.020299999,10468990,1155567087,-0.0218
6,2025-12-31,Morgan Stanley,0.016,8224483,907818410,-0.0088
7,2025-12-31,Northern Trust Corporation,0.0127,6544142,722342375,-0.0378
8,2025-12-31,Dimensional Fund Advisors LP,0.0087,4483205,494856155,0.0156
9,2025-12-31,"UBS AM, a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC",0.0086,4413815,487196887,-0.0403
