,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,33627992.0,34281927.0,34726182.0,35419718.0,
Share Issued,33627992.0,34281927.0,34726182.0,35419718.0,
Net Debt,4691139000.0,4789212000.0,4876330000.0,4961877000.0,
Total Debt,5048284000.0,5197241000.0,5209306000.0,5252354000.0,
Tangible Book Value,-4087324000.0,-4143394000.0,-4216160000.0,-4309182000.0,
Invested Capital,915672000.0,1013047000.0,920061000.0,833168000.0,
Working Capital,352580000.0,-707184000.0,269941000.0,254033000.0,
Net Tangible Assets,-4087324000.0,-4143394000.0,-4216160000.0,-4309182000.0,
Capital Lease Obligations,231470000.0,221903000.0,218878000.0,230121000.0,
Common Stock Equity,-3901142000.0,-3962291000.0,-4070367000.0,-4189065000.0,
Total Capitalization,909541000.0,-136632000.0,863695000.0,778355000.0,
Total Equity Gross Minority Interest,-3901142000.0,-3962291000.0,-4070367000.0,-4189065000.0,
Stockholders Equity,-3901142000.0,-3962291000.0,-4070367000.0,-4189065000.0,
Gains Losses Not Affecting Retained Earnings,-4766000.0,-7432000.0,-3867000.0,-4694000.0,
Other Equity Adjustments,-4766000.0,-7432000.0,-3867000.0,-4694000.0,
Retained Earnings,-3898622000.0,-3956474000.0,-4069648000.0,-4194418000.0,
Additional Paid In Capital,1910000.0,1272000.0,2801000.0,9693000.0,
Capital Stock,336000.0,343000.0,347000.0,354000.0,
Common Stock,336000.0,343000.0,347000.0,354000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,5617601000.0,5699304000.0,5745266000.0,5791286000.0,
Total Non Current Liabilities Net Minority Interest,5075980000.0,4086842000.0,5197916000.0,5254665000.0,
Non Current Accrued Expenses,48421000.0,45971000.0,45747000.0,44061000.0,
Non Current Deferred Liabilities,,,0.0,7761000.0,3922000.0
Non Current Deferred Taxes Liabilities,,,0.0,7761000.0,3922000.0
Long Term Debt And Capital Lease Obligation,4994600000.0,4007642000.0,5113610000.0,5162664000.0,
Long Term Capital Lease Obligation,183917000.0,181983000.0,179548000.0,195244000.0,
Long Term Debt,4810683000.0,3825659000.0,4934062000.0,4967420000.0,
Long Term Provisions,32959000.0,33229000.0,38559000.0,40179000.0,
Current Liabilities,541621000.0,1612462000.0,547350000.0,536621000.0,
Other Current Liabilities,115412000.0,101567000.0,104246000.0,157909000.0,
Current Deferred Liabilities,44300000.0,42600000.0,,,
Current Deferred Revenue,44300000.0,42600000.0,,,
Current Debt And Capital Lease Obligation,53684000.0,1189599000.0,95696000.0,89690000.0,
Current Capital Lease Obligation,47553000.0,39920000.0,39330000.0,34877000.0,
Current Debt,6131000.0,1149679000.0,56366000.0,54813000.0,
Other Current Borrowings,6131000.0,1149679000.0,56366000.0,54813000.0,
Pensionand Other Post Retirement Benefit Plans Current,53204000.0,58203000.0,54689000.0,40442000.0,
Current Provisions,26169000.0,25658000.0,28135000.0,31435000.0,
Payables And Accrued Expenses,248852000.0,194835000.0,264584000.0,217145000.0,
Current Accrued Expenses,113823000.0,108937000.0,158317000.0,127430000.0,
Interest Payable,32322000.0,32783000.0,33367000.0,34473000.0,
Payables,135029000.0,85898000.0,106267000.0,89715000.0,
Accounts Payable,135029000.0,85898000.0,106267000.0,89715000.0,
Total Assets,1716459000.0,1737013000.0,1674899000.0,1602221000.0,
Total Non Current Assets,822258000.0,831735000.0,857608000.0,811567000.0,
Other Non Current Assets,34398000.0,33020000.0,42894000.0,42247000.0,
Non Current Deferred Assets,22101000.0,23432000.0,13680000.0,1926000.0,
Non Current Deferred Taxes Assets,22101000.0,23432000.0,13680000.0,1926000.0,
Investments And Advances,36070000.0,82699000.0,143553000.0,125840000.0,
Investmentin Financial Assets,,,,13395000.0,15433000.0
Trading Securities,,,,13395000.0,15433000.0
Long Term Equity Investment,36070000.0,82699000.0,143553000.0,125840000.0,
Goodwill And Other Intangible Assets,186182000.0,181103000.0,145793000.0,120117000.0,
Other Intangible Assets,175456000.0,169525000.0,134105000.0,108354000.0,
Goodwill,10726000.0,11578000.0,11688000.0,11763000.0,
Net PPE,543507000.0,511481000.0,511688000.0,521437000.0,
Accumulated Depreciation,-434697000.0,-408591000.0,-370368000.0,-332472000.0,
Gross PPE,978204000.0,920072000.0,882056000.0,853909000.0,
Leases,193673000.0,191718000.0,176817000.0,172725000.0,
Construction In Progress,46184000.0,22717000.0,24505000.0,22536000.0,
Other Properties,632788000.0,600844000.0,571943000.0,552989000.0,
Land And Improvements,105559000.0,104793000.0,108791000.0,105659000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,894201000.0,905278000.0,817291000.0,790654000.0,
Other Current Assets,39767000.0,40363000.0,30215000.0,37287000.0,
Restricted Cash,333612000.0,298766000.0,307205000.0,353949000.0,
Prepaid Assets,,,,,27242000.0
Inventory,79189000.0,70919000.0,82964000.0,81570000.0,
Finished Goods,,,72525000.0,74052000.0,61994000.0
Raw Materials,,,10439000.0,7518000.0,6334000.0
Receivables,315958000.0,309104000.0,282809000.0,257492000.0,
Accounts Receivable,315958000.0,309104000.0,282809000.0,257492000.0,
Allowance For Doubtful Accounts Receivable,-5805000.0,-5834000.0,-5885000.0,-4762000.0,
Gross Accounts Receivable,321763000.0,314938000.0,288694000.0,262254000.0,
Cash Cash Equivalents And Short Term Investments,125675000.0,186126000.0,114098000.0,60356000.0,
Cash And Cash Equivalents,125675000.0,186126000.0,114098000.0,60356000.0,
