period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1169207000,1133717970,1186767030,25,1112056000,0.0514
+1q,1206995500,1179775320,1233200000,25,1145144000,0.054
0y,5283122460,5165700000,5381400000,28,4939994000,0.0695
+1y,5484395520,5225430220,5622800000,30,5283122460,0.0381
