period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,10.6812,6.5344,11.533,11.97,20,-0.107700005
+1q,6.60494,5.81,9.04,8.84,20,-0.25280002
0y,25.99527,25.41,28.02,30.29,22,-0.1418
+1y,29.43781,28.37854,32.02,25.99527,20,0.13239999
