,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,49245000.0,0.0,0.0,
Tax Rate For Calcs,0.156,0.245,0.223,0.225,
Total Unusual Items,0.0,201000000.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,0.0,201000000.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,5662000000.0,5980000000.0,5987000000.0,5894000000.0,
Reconciled Depreciation,1546000000.0,1393000000.0,1745000000.0,1675000000.0,
EBIT,8112000000.0,9089000000.0,8745000000.0,8451000000.0,
Net Interest Income,-1402000000.0,-1185000000.0,-1030000000.0,-851000000.0,
Interest Expense,1402000000.0,1185000000.0,1030000000.0,851000000.0,
Normalized Income,5662000000.0,5828245000.0,5987000000.0,5894000000.0,
Net Income From Continuing And Discontinued Operation,5662000000.0,5980000000.0,5987000000.0,5894000000.0,
Total Expenses,192415000000.0,168906000000.0,163625000000.0,148995000000.0,
Diluted Average Shares,224600000.0,232900000.0,237400000.0,242800000.0,
Basic Average Shares,224000000.0,227479695.0,233071088.0,237958067.0,
Diluted EPS,25.21,25.68,25.22,24.81,
Basic EPS,25.28,26.288061,25.687442,25.319587,
Diluted NI Availto Com Stockholders,5662000000.0,5980000000.0,5987000000.0,5894000000.0,
Net Income Common Stockholders,5662000000.0,5980000000.0,5987000000.0,5894000000.0,
Net Income,5662000000.0,5980000000.0,5987000000.0,5894000000.0,
Minority Interests,1000000.0,9000000.0,-4000000.0,6000000.0,
Net Income Including Noncontrolling Interests,5661000000.0,5971000000.0,5991000000.0,5888000000.0,
Net Income Continuous Operations,5661000000.0,5971000000.0,5991000000.0,5888000000.0,
Tax Provision,1049000000.0,1933000000.0,1724000000.0,1712000000.0,
Pretax Income,6710000000.0,7904000000.0,7715000000.0,7600000000.0,
Other Income Expense,24470000000.0,22630000000.0,19452000000.0,14978000000.0,
Special Income Charges,0.0,201000000.0,0.0,0.0,
Other Special Charges,,-201000000.0,,,21000000.0
Net Non Operating Interest Income Expense,-1402000000.0,-1185000000.0,-1030000000.0,-851000000.0,
Interest Expense Non Operating,1402000000.0,1185000000.0,1030000000.0,851000000.0,
Other Operating Expenses,42162000000.0,39775000000.0,37380000000.0,30735000000.0,
Depreciation And Amortization In Income Statement,628000000.0,580000000.0,885000000.0,767000000.0,
Amortization,628000000.0,580000000.0,885000000.0,767000000.0,
Selling General And Administration,,,,17686000000.0,15914000000.0
Total Revenue,199125000000.0,176810000000.0,171340000000.0,156595000000.0,
Operating Revenue,199125000000.0,176810000000.0,171340000000.0,156595000000.0,
Loss Adjustment Expense,148223000000.0,127567000000.0,124330000000.0,116642000000.0,
Net Policyholder Benefits And Claims,148223000000.0,127567000000.0,124330000000.0,116642000000.0,
Policyholder Benefits Gross,148295000000.0,127623000000.0,124393000000.0,116694000000.0,
Policyholder Benefits Ceded,72000000.0,56000000.0,63000000.0,52000000.0,
