,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2026-01-31,VANGUARD SPECIALIZED FUNDS-Vanguard Real Estate Index Fund,0.0375,12188060,2317986161,0.0056
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0299,9728655,1850244227,-0.0022
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0253,8232376,1565674409,0.0216
3,2025-11-30,VANGUARD WELLINGTON FUND,0.0154,4986660,948387919,2.2811
4,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,4201007,798968506,-0.0095
5,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0128,4154629,790148106,0.0016
6,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,3846836,731610495,-0.0184
7,2026-01-31,Income Fund of America,0.0111,3591652,683078326,0.1197
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0104,3375123,641897759,-0.016
9,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0088,2854153,542817081,0.024300002
