,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,948843000.0,685037000.0,971308000.0,597017000.0,867679000.0,
Repurchase Of Capital Stock,-232656000.0,-4303000.0,-8383000.0,-8005000.0,-1511000.0,
Repayment Of Debt,-1085845000.0,-1103935000.0,-562559000.0,-526130000.0,-1067362000.0,
Issuance Of Debt,596000000.0,1503856000.0,711957000.0,857079000.0,0.0,
Capital Expenditure,-254898000.0,-205223000.0,-244024000.0,-230201000.0,-217870000.0,
End Cash Position,823147000.0,1552577000.0,1231437000.0,1380008000.0,1400345000.0,
Beginning Cash Position,1552577000.0,1231437000.0,1380008000.0,1400345000.0,2170102000.0,
Changes In Cash,-729430000.0,321140000.0,-148571000.0,-20337000.0,-769757000.0,
Financing Cash Flow,-1571164000.0,-418846000.0,-653346000.0,-469689000.0,-1864126000.0,
Cash Flow From Continuing Financing Activities,-1571164000.0,-418846000.0,-653346000.0,-469689000.0,-1864126000.0,
Net Other Financing Charges,-14251000.0,-2173000.0,-969000.0,694000.0,-3035000.0,
Cash Dividends Paid,-834412000.0,-812291000.0,-793392000.0,-793327000.0,-792218000.0,
Preferred Stock Dividend Paid,-717805000.0,-703064000.0,-686776000.0,-686393000.0,-2645504000.0,
Common Stock Dividend Paid,-116607000.0,-109227000.0,-106616000.0,-106934000.0,1853286000.0,
Net Preferred Stock Issuance,-5000000.0,,,,0.0,
Preferred Stock Payments,-5000000.0,,,,0.0,
Net Common Stock Issuance,-227656000.0,-4303000.0,-8383000.0,-8005000.0,-1511000.0,
Common Stock Payments,-227656000.0,-4303000.0,-8383000.0,-8005000.0,-1511000.0,
Net Issuance Payments Of Debt,-489845000.0,399921000.0,149398000.0,330949000.0,-1067362000.0,
Net Long Term Debt Issuance,-489845000.0,399921000.0,149398000.0,330949000.0,-1067362000.0,
Long Term Debt Payments,-1085845000.0,-1103935000.0,-562559000.0,-526130000.0,-1067362000.0,
Long Term Debt Issuance,596000000.0,1503856000.0,711957000.0,857079000.0,0.0,
Investing Cash Flow,-362007000.0,-150274000.0,-710557000.0,-377866000.0,8820000.0,
Cash Flow From Continuing Investing Activities,-362007000.0,-150274000.0,-710557000.0,-377866000.0,8820000.0,
Net Other Investing Changes,3767000.0,4089000.0,2082000.0,7018000.0,80985000.0,
Dividends Received Cfi,11199000.0,129795000.0,54313000.0,145846000.0,46956000.0,
Net Investment Purchase And Sale,7488000.0,-28708000.0,-3631000.0,72341000.0,196778000.0,
Sale Of Investment,9167000.0,1812000.0,0.0,85215000.0,326165000.0,
Purchase Of Investment,-1679000.0,-30520000.0,-3631000.0,-12874000.0,-129387000.0,
Net Investment Properties Purchase And Sale,39949000.0,713000.0,38886000.0,25281000.0,35774000.0,
Sale Of Investment Properties,,,,25281000.0,,
Net Business Purchase And Sale,-169512000.0,-50940000.0,-558183000.0,-398151000.0,-133803000.0,
Purchase Of Business,-169512000.0,-50940000.0,-558183000.0,-398151000.0,-133803000.0,
Capital Expenditure Reported,-254898000.0,-205223000.0,-244024000.0,-230201000.0,-217870000.0,
Operating Cash Flow,1203741000.0,890260000.0,1215332000.0,827218000.0,1085549000.0,
Cash Flow From Continuing Operating Activities,1203741000.0,890260000.0,1215332000.0,827218000.0,1085549000.0,
Dividend Received Cfo,121255000.0,112160000.0,104223000.0,108263000.0,89728000.0,
Change In Working Capital,11034000.0,-137951000.0,269506000.0,-143268000.0,135000.0,
Change In Other Working Capital,62354000.0,-117554000.0,21576000.0,48189000.0,-137121000.0,
Change In Payables And Accrued Expense,28091000.0,5005000.0,237979000.0,-226550000.0,156307000.0,
Change In Payable,28091000.0,5005000.0,237979000.0,-226550000.0,156307000.0,
Change In Account Payable,28091000.0,5005000.0,237979000.0,-226550000.0,156307000.0,
Change In Receivables,-79411000.0,-25402000.0,9951000.0,35093000.0,-19051000.0,
Other Non Cash Items,-2896670000.0,-24101000.0,7203000.0,-1682000.0,77418000.0,
Unrealized Gain Loss On Investment Securities,21105000.0,-2243000.0,50455000.0,36765000.0,-36740000.0,
Depreciation Amortization Depletion,456317000.0,374744000.0,367638000.0,355647000.0,360599000.0,
Depreciation And Amortization,456317000.0,374744000.0,367638000.0,355647000.0,360599000.0,
Operating Gains Losses,-49183000.0,-135045000.0,-227374000.0,-6367000.0,-177350000.0,
Earnings Losses From Equity Investments,-206938000.0,-143916000.0,-122875000.0,-30359000.0,-140947000.0,
Gain Loss On Sale Of Business,157755000.0,8871000.0,-104499000.0,23992000.0,,0.0
Net Income From Continuing Operations,3539883000.0,702696000.0,643681000.0,477860000.0,771759000.0,
