period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,5579469330,4591000000,6249000000,10,6843000000,-0.1846
+1q,6295875590,4469900000,8149000000,10,6456000000,-0.0248
0y,24325527190,19252600000,28923000000,11,22075000000,0.1019
+1y,24612385670,22652860600,27364601590,10,24325527190,0.0117999995
