period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.70393,-0.02,1.7,0.87,19,-0.1909
+1q,1.25404,0.2,2.72,0.39,18,2.2155
0y,3.89657,0.71,7.65,2.21,20,0.7632
+1y,3.24768,0.87,6.47,3.89657,20,-0.1665
