period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.23882,3.21786,3.29,3.18,12,0.0185
+1q,3.85129,3.698,4.05,3.57,12,0.0788
0y,16.78847,16.73,16.85,15.38,13,0.0916
+1y,18.21616,17.63,19.09,16.78847,14,0.085
