,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,9523255.813953,1760000.0,-2160000.0,-3990000.0,8040609.137056,
Tax Rate For Calcs,0.244186,0.22,0.24,0.21,0.22335,
Normalized EBITDA,1081000000.0,935000000.0,846000000.0,716000000.0,912000000.0,
Total Unusual Items,39000000.0,8000000.0,-9000000.0,-19000000.0,36000000.0,
Total Unusual Items Excluding Goodwill,39000000.0,8000000.0,-9000000.0,-19000000.0,36000000.0,
Net Income From Continuing Operation Net Minority Interest,649000000.0,562000000.0,513000000.0,430000000.0,611000000.0,
Reconciled Depreciation,143000000.0,115000000.0,86000000.0,81000000.0,86000000.0,
Reconciled Cost Of Revenue,1561000000.0,1406000000.0,1305000000.0,1184000000.0,1414000000.0,
EBITDA,1120000000.0,943000000.0,837000000.0,697000000.0,948000000.0,
EBIT,977000000.0,828000000.0,751000000.0,616000000.0,862000000.0,
Net Interest Income,-110000000.0,-86000000.0,-55000000.0,-51000000.0,-56000000.0,
Interest Expense,117000000.0,103000000.0,71000000.0,69000000.0,74000000.0,
Interest Income,7000000.0,17000000.0,16000000.0,18000000.0,18000000.0,
Normalized Income,619523255.813953,555760000.0,519840000.0,445010000.0,583040609.137056,
Net Income From Continuing And Discontinued Operation,649000000.0,562000000.0,513000000.0,430000000.0,611000000.0,
Total Expenses,2475000000.0,2243000000.0,2072000000.0,1934000000.0,2235000000.0,
Total Operating Income As Reported,944000000.0,770000000.0,692000000.0,582000000.0,814000000.0,
Diluted Average Shares,168100000.0,169000000.0,168800000.0,169800000.0,171400000.0,
Basic Average Shares,166200000.0,166600000.0,166800000.0,166900000.0,167100000.0,
Diluted EPS,3.86,3.33,3.04,2.53,3.56,
Basic EPS,3.9,3.37,3.08,2.58,3.66,
Diluted NI Availto Com Stockholders,649000000.0,562000000.0,513000000.0,430000000.0,611000000.0,
Net Income Common Stockholders,649000000.0,562000000.0,513000000.0,430000000.0,611000000.0,
Net Income,649000000.0,562000000.0,513000000.0,430000000.0,611000000.0,
Minority Interests,-1000000.0,-2000000.0,-2000000.0,-2000000.0,-1000000.0,
Net Income Including Noncontrolling Interests,650000000.0,564000000.0,515000000.0,432000000.0,612000000.0,
Net Income Continuous Operations,650000000.0,564000000.0,515000000.0,432000000.0,612000000.0,
Tax Provision,210000000.0,161000000.0,165000000.0,115000000.0,176000000.0,
Pretax Income,860000000.0,725000000.0,680000000.0,547000000.0,788000000.0,
Other Income Expense,65000000.0,45000000.0,42000000.0,4000000.0,68000000.0,
Other Non Operating Income Expenses,26000000.0,37000000.0,33000000.0,28000000.0,32000000.0,
Special Income Charges,38000000.0,2000000.0,-1000000.0,-12000000.0,39000000.0,
Other Special Charges,-55000000.0,-72000000.0,-9000000.0,-6000000.0,-61000000.0,
Write Off,2000000.0,2000000.0,0.0,0.0,0.0,
Impairment Of Capital Assets,1000000.0,1000000.0,0.0,0.0,3000000.0,
Restructuring And Mergern Acquisition,14000000.0,67000000.0,10000000.0,18000000.0,19000000.0,
Earnings From Equity Interest,,,18000000.0,-5000000.0,,
Gain On Sale Of Security,1000000.0,6000000.0,-8000000.0,-7000000.0,-3000000.0,
Net Non Operating Interest Income Expense,-110000000.0,-86000000.0,-55000000.0,-51000000.0,-56000000.0,
Interest Expense Non Operating,117000000.0,103000000.0,71000000.0,69000000.0,74000000.0,
Interest Income Non Operating,7000000.0,17000000.0,16000000.0,18000000.0,18000000.0,
Operating Income,905000000.0,766000000.0,693000000.0,594000000.0,776000000.0,
Operating Expense,863000000.0,788000000.0,720000000.0,706000000.0,773000000.0,
Depreciation Amortization Depletion Income Statement,92000000.0,66000000.0,39000000.0,37000000.0,38000000.0,
Depreciation And Amortization In Income Statement,92000000.0,66000000.0,39000000.0,37000000.0,38000000.0,
Amortization,92000000.0,66000000.0,39000000.0,37000000.0,38000000.0,
Amortization Of Intangibles Income Statement,92000000.0,66000000.0,39000000.0,37000000.0,38000000.0,
Research And Development,270000000.0,237000000.0,231000000.0,233000000.0,246000000.0,
Selling General And Administration,499000000.0,485000000.0,450000000.0,436000000.0,487000000.0,
General And Administrative Expense,,,,,,439000000.0
Other Gand A,,,,,,439000000.0
Gross Profit,1768000000.0,1554000000.0,1413000000.0,1300000000.0,1549000000.0,
Cost Of Revenue,1612000000.0,1455000000.0,1352000000.0,1228000000.0,1462000000.0,
Total Revenue,3380000000.0,3009000000.0,2765000000.0,2528000000.0,3011000000.0,
Operating Revenue,3380000000.0,3009000000.0,2765000000.0,2528000000.0,3011000000.0,
