,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.13340001,22163668,9854409957,-0.0004
1,2025-12-31,Blackrock Inc.,0.0975,16212389,7208352318,0.0275
2,2025-12-31,State Street Corporation,0.045700002,7595001,3376889307,-0.0135
3,2025-12-31,"Geode Capital Management, LLC",0.024,3987958,1773125866,-0.0988
4,2025-12-31,"FMR, LLC",0.0214,3553488,1579951817,-0.033800002
5,2025-12-31,"Raymond James Financial, Inc.",0.0202,3363507,1495482465,-0.020399999
6,2025-12-31,Alliancebernstein L.P.,0.015700001,2610459,1160662267,0.134
7,2025-12-31,NORGES BANK,0.0148,2458890,1093271659,0.1852
8,2025-12-31,"Ameriprise Financial, Inc.",0.012200001,2031600,903289982,0.77169997
9,2025-12-31,Northern Trust Corporation,0.0108,1797647,799269800,-0.0378
