period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2698118550,2691964000,2708000000,11,2528000000,0.0673
+1q,3003510750,2938000000,3059000000,11,2765000000,0.0863
0y,12697924030,12654000000,12712265000,12,11682000000,0.087
+1y,13455621600,13221100000,13677000000,12,12697924030,0.059699997
