period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.34113,1.28,1.51615,1.3,30,0.031600002
+1q,2.24093,2.1,2.57991,2.05,30,0.093100004
0y,7.99268,7.27,8.49865,7.57,37,0.0558
+1y,8.50928,6.69,9.42102,7.99268,35,0.0646
