period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,24306766760,23881000000,24794905000,28,23846000000,0.019299999
+1q,25587499470,25251360500,25905991260,28,25211000000,0.0149
0y,106733211240,105359966010,107673000000,34,104780000000,0.0186
+1y,109613955540,106983827900,112030486630,32,106733211240,0.027
