period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1021208740,1017000000,1027000000,11,979262000,0.0428
+1q,1056520840,1043654790,1068300000,9,1012449000,0.0435
0y,4186268610,4161900000,4322000000,15,4034964000,0.0375
+1y,4381467010,4307821000,4531273180,14,4186268610,0.0466
