,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,5964000000.0,414000000.0,-3152000000.0,4600400000.0,
Repurchase Of Capital Stock,-4108000000.0,-2500000000.0,-750000000.0,-1500000000.0,
Repayment Of Debt,-778000000.0,-664000000.0,0.0,-1560000000.0,
Issuance Of Debt,13167000000.0,11417000000.0,3959000000.0,0.0,
Capital Expenditure,-10849000000.0,-8404000000.0,-7392000000.0,-2985300000.0,
End Cash Position,7268000000.0,3268000000.0,2819000000.0,2067000000.0,
Beginning Cash Position,3268000000.0,2819000000.0,2067000000.0,3818500000.0,
Effect Of Exchange Rate Changes,372000000.0,-297000000.0,169000000.0,-167600000.0,
Changes In Cash,3628000000.0,746000000.0,583000000.0,-1583900000.0,
Financing Cash Flow,-2213000000.0,1230000000.0,3496000000.0,-5406700000.0,
Cash Flow From Continuing Financing Activities,-2213000000.0,1230000000.0,3496000000.0,-5406700000.0,
Net Other Financing Charges,-772000000.0,-491000000.0,-335000000.0,-308900000.0,
Cash Dividends Paid,-5384000000.0,-4680000000.0,-4069000000.0,-3535800000.0,
Common Stock Dividend Paid,-5384000000.0,-4680000000.0,-4069000000.0,-3535800000.0,
Net Common Stock Issuance,-4108000000.0,-2500000000.0,-750000000.0,-1500000000.0,
Common Stock Payments,-4108000000.0,-2500000000.0,-750000000.0,-1500000000.0,
Net Issuance Payments Of Debt,8051000000.0,8901000000.0,8650000000.0,-62000000.0,
Net Short Term Debt Issuance,-4338000000.0,-1852000000.0,4691000000.0,1498000000.0,
Net Long Term Debt Issuance,12389000000.0,10753000000.0,3959000000.0,-1560000000.0,
Long Term Debt Payments,-778000000.0,-664000000.0,0.0,-1560000000.0,
Long Term Debt Issuance,13167000000.0,11417000000.0,3959000000.0,0.0,
Investing Cash Flow,-10972000000.0,-9302000000.0,-7153000000.0,-3762900000.0,
Cash Flow From Continuing Investing Activities,-10972000000.0,-9302000000.0,-7153000000.0,-3762900000.0,
Net Other Investing Changes,1000000.0,-248000000.0,-98000000.0,-302200000.0,
Net Investment Purchase And Sale,319000000.0,-303000000.0,-223000000.0,-244000000.0,
Sale Of Investment,964000000.0,374000000.0,508000000.0,463600000.0,
Purchase Of Investment,-645000000.0,-677000000.0,-731000000.0,-707600000.0,
Net Business Purchase And Sale,-661000000.0,-948000000.0,-1044000000.0,-327200000.0,
Sale Of Business,,,,,0.0
Purchase Of Business,-661000000.0,-948000000.0,-1044000000.0,-327200000.0,
Net Intangibles Purchase And Sale,-2790000000.0,-2745000000.0,-2340000000.0,-1035200000.0,
Sale Of Intangibles,218000000.0,601000000.0,1604000000.0,95800000.0,
Purchase Of Intangibles,-3008000000.0,-3346000000.0,-3944000000.0,-1131000000.0,
Net PPE Purchase And Sale,-7841000000.0,-5058000000.0,-3448000000.0,-1854300000.0,
Purchase Of PPE,-7841000000.0,-5058000000.0,-3448000000.0,-1854300000.0,
Operating Cash Flow,16813000000.0,8818000000.0,4240000000.0,7585700000.0,
Cash Flow From Continuing Operating Activities,16813000000.0,8818000000.0,4240000000.0,7585700000.0,
Change In Working Capital,-8093000000.0,-5384000000.0,-3055000000.0,-800000.0,
Change In Other Current Assets,,,-3453400000.0,-793500000.0,1515400000.0
Change In Payables And Accrued Expense,10187000000.0,2609000000.0,4274000000.0,1692000000.0,
Change In Payable,10187000000.0,2609000000.0,4274000000.0,1692000000.0,
Change In Account Payable,10187000000.0,2609000000.0,4274000000.0,1692000000.0,
Change In Tax Payable,,,,346600000.0,-359700000.0
Change In Income Tax Payable,,,,346600000.0,-359700000.0
Change In Prepaid Assets,-6609000000.0,-3331000000.0,-3453000000.0,-793500000.0,
Change In Inventory,-4671000000.0,-2507000000.0,-1425000000.0,-599700000.0,
Change In Receivables,-7000000000.0,-2155000000.0,-2451000000.0,-299600000.0,
Other Non Cash Items,3530000000.0,4106000000.0,4119000000.0,1369800000.0,
Stock Based Compensation,626000000.0,646000000.0,629000000.0,371100000.0,
Deferred Tax,-1707000000.0,-2683000000.0,-2341000000.0,-2185200000.0,
Deferred Income Tax,-1707000000.0,-2683000000.0,-2341000000.0,-2185200000.0,
Depreciation Amortization Depletion,1997000000.0,1767000000.0,1527000000.0,1522500000.0,
Depreciation And Amortization,1997000000.0,1767000000.0,1527000000.0,1522500000.0,
Operating Gains Losses,-180000000.0,-224000000.0,-1879000000.0,263500000.0,
Gain Loss On Sale Of PPE,-180000000.0,-224000000.0,-1879000000.0,-156500000.0,
Gain Loss On Sale Of Business,,,,,0.0
Net Income From Continuing Operations,20640000000.0,10590000000.0,5240000000.0,6244800000.0,
