period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1968059340,1943500000,1996556260,8,2070000000,-0.049200002
+1q,2069544010,2047400000,2098000000,8,2161000000,-0.0423
0y,8142755400,7685000000,8227000000,11,8325000000,-0.0219
+1y,8424748430,7928000000,8614000000,10,8142755400,0.0346
