,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.157,0.158,0.174,0.137
Net Income From Continuing Operation Net Minority Interest,3019214000.0,2776508000.0,1390880000.0,1747631000.0
Reconciled Depreciation,36023000.0,35965000.0,40075000.0,67097000.0
Net Interest Income,-92221000.0,-32529000.0,84629000.0,-45613000.0
Interest Expense,508314000.0,443688000.0,431868000.0,317225000.0
Interest Income,416093000.0,411159000.0,516497000.0,271612000.0
Normalized Income,3019214000.0,2776508000.0,1390880000.0,1747631000.0
Net Income From Continuing And Discontinued Operation,3019214000.0,2776508000.0,1390880000.0,1747631000.0
Diluted Average Shares,780215856.0,766646508.0,755419936.0,740942399.0
Basic Average Shares,780018738.0,766487450.0,755204556.0,740664038.0
Diluted EPS,3.87,3.62,1.84,2.36
Basic EPS,3.87,3.62,1.84,2.36
Diluted NI Availto Com Stockholders,3019214000.0,2776508000.0,1390880000.0,1747631000.0
Net Income Common Stockholders,3019214000.0,2776508000.0,1390880000.0,1747631000.0
Net Income,3019214000.0,2776508000.0,1390880000.0,1747631000.0
Minority Interests,-3027409000.0,-2661301000.0,-1053373000.0,-1241278000.0
Net Income Including Noncontrolling Interests,6046623000.0,5437809000.0,2444253000.0,2988909000.0
Net Income Continuous Operations,6046623000.0,5437809000.0,2444253000.0,2988909000.0
Tax Provision,1125023000.0,1021671000.0,513461000.0,472880000.0
Pretax Income,7171646000.0,6459480000.0,2957714000.0,3461789000.0
Gain On Sale Of Security,4777272000.0,3880088000.0,2470863000.0,6126825000.0
Operating Expense,5238366000.0,4471060000.0,4048935000.0,3670843000.0
Other Operating Expenses,-6591000.0,41246000.0,27196000.0,-22283000.0
Selling General And Administration,1573764000.0,1381585000.0,1236292000.0,1123346000.0
General And Administrative Expense,1573764000.0,1381585000.0,1236292000.0,1123346000.0
Total Revenue,12410012000.0,10930540000.0,7006649000.0,7132632000.0
Operating Revenue,12410012000.0,10930540000.0,7006649000.0,7132632000.0
