period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.36113,1.23,1.49,1.09,14,0.24870001
+1q,1.4521,1.32,1.56,1.21,13,0.2001
0y,6.21212,5.69,6.55,5.57,19,0.1153
+1y,7.74299,7.05,8.61,6.21212,18,0.2464
