period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3413058290,3288000000,3599900000,5,2763846000,0.2349
+1q,3583472950,3264448000,3879200000,5,3074604000,0.16549999
0y,15557977390,14137049000,16389000000,9,13076749000,0.18969999
+1y,19242448300,17861962090,19776900000,8,15557977390,0.2368
