period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,4147409550,3766000000,4426000000,34,3032000000,0.3679
+1q,4369535340,4098000000,4533062330,34,3284000000,0.33060002
0y,17783362610,16455000000,18287800000,43,13717000000,0.29639998
+1y,21279034080,19228000000,22806600000,42,17783362610,0.1966
