,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1187,43426479,6807100583,0.0167
1,2025-12-31,"Sc Us (ttgp), Ltd.",0.0866,31686624,4966878312,0.0162
2,2025-12-31,Blackrock Inc.,0.076,27820578,4360875601,0.0171
3,2025-12-31,Morgan Stanley,0.0479,17536824,2748897162,0.0228
4,2025-12-31,State Street Corporation,0.0431,15761072,2470548036,0.0304
5,2025-12-31,Price (T.Rowe) Associates Inc,0.0382,13958114,2187934369,0.32799998
6,2025-12-31,JPMORGAN CHASE & CO,0.0377,13784604,2160736677,-0.6261
7,2025-12-31,Capital World Investors,0.028099999,10284031,1612021859,-0.053600002
8,2025-12-31,"Geode Capital Management, LLC",0.0242,8867615,1389998651,0.0293
9,2025-12-31,BAILLIE GIFFORD & CO,0.0218,7970062,1249307218,-0.0361
