period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,10.12384,8.07,12.31,8.42,14,0.2024
+1q,10.66938,8.771,12.37,9.18,14,0.16219999
0y,44.02685,36.705,52.43,36.21,16,0.2159
+1y,49.77603,31.48,71.76,44.02685,16,0.1306
