,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Dodge & Cox Funds-Dodge & Cox Stock Fund,0.0694,9791376,2165950350,0.2332
1,2026-02-28,SELECT SECTOR SPDR TRT-State Street Communication Services Select Sect,0.0218,3074087,680018805,-0.0099
2,2026-01-31,"Invesco QQQ Trust, Series 1",0.02,2818076,623386610,-0.0295
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0187,2640818,584175367,-0.055
4,2026-01-31,First Eagle Funds-First Eagle Global Fund,0.018099999,2556040,565421625,1.5050999
5,2025-12-31,INVESTMENT CO OF AMERICA,0.0174,2461440,544495158,4.119
6,2025-12-31,GROWTH FUND OF AMERICA,0.0165,2331906,515840941,-0.1019
7,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.015700001,2219828,491048166,-0.0311
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.012999999,1831325,405107415,0.8647
9,2025-12-31,HARRIS ASSOCIATES INVESTMENT TRUST-Oakmark Fund,0.0095,1344215,297353809,0.036199998
