period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.77851,0.72,1.33,0.661,33,0.1778
+1q,0.83126,0.74,1.0,0.719,31,0.15609999
0y,3.18782,2.88,3.85,2.53,41,0.26
+1y,3.85205,3.39,4.46,3.18782,43,0.2084
