address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,averageAnalystRating,displayName,trailingPegRatio
121 Albright Way,Los Gatos,CA,95032,United States,(408) 540-3700,https://www.netflix.com,Entertainment,entertainment,Entertainment,Communication Services,communication-services,Communication Services,"Netflix, Inc. provides entertainment services worldwide. The company offers television (TV) series, documentaries, feature films, games, and live programming across various genres and languages. It also provides members the ability to receive streaming content through a host of internet-connected devices, including TVs, digital video players, TV set-top boxes, and mobile devices. Netflix, Inc. was incorporated in 1997 and is headquartered in Los Gatos, California.",16000,"[{'maxAge': 1, 'name': 'Mr. Wilmot Reed Hastings Jr.', 'age': 65, 'title': 'Co-Founder & Chairman', 'yearBorn': 1960, 'fiscalYear': 2024, 'totalPay': 502215, 'exercisedValue': 206021120, 'unexercisedValue': 1415606272}, {'maxAge': 1, 'name': 'Mr. Theodore A. Sarandos', 'age': 60, 'title': 'Co-CEO, President & Director', 'yearBorn': 1965, 'fiscalYear': 2024, 'totalPay': 16961458, 'exercisedValue': 32708016, 'unexercisedValue': 427340448}, {'maxAge': 1, 'name': 'Mr. Gregory K. Peters', 'age': 54, 'title': 'Co-CEO, President & Director', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 15613091, 'exercisedValue': 26574712, 'unexercisedValue': 204458736}, {'maxAge': 1, 'name': 'Mr. Spencer Adam Neumann', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2024, 'totalPay': 7647331, 'exercisedValue': 0, 'unexercisedValue': 107027248}, {'maxAge': 1, 'name': 'Mr. David  Hyman J.D.', 'age': 59, 'title': 'Chief Legal Officer & Secretary', 'yearBorn': 1966, 'fiscalYear': 2024, 'totalPay': 7515647, 'exercisedValue': 38790456, 'unexercisedValue': 87438464}, {'maxAge': 1, 'name': 'Mr. Jeffrey William Karbowski', 'age': 46, 'title': 'Chief Accounting Officer', 'yearBorn': 1979, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elizabeth  Stone', 'title': 'Chief Product & Technology Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Spencer  Wang', 'title': 'Vice President of Finance, Corporate Development & Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Dani  Dudeck', 'title': 'Chief Communications Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Marian  Lee', 'age': 45, 'title': 'Chief Marketing Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",10,9,7,4,8,1775001600,1735603200,[],86400,2,98.93,98.515,98.44,99.87,98.93,98.515,98.44,99.87,0.0,1.669,39.104744,25.675327,10694182,10694182,49667153,38803310,38803310,99.17,99.11,1,1,419671343104,417698501499,75.01,134.115,134.115,0.034643,9.28825,88.4744,107.01211,0.0,0.0,USD,False,424471986176,0.24304001,4192944788,4237323340,81073589,82928240,1770940800,1773360000,0.019199999,0.0058999998,0.83815,1.63,0.019299999,4241889631,6.304,15.694004,1767139200,1798675200,1767139200,0.294,10981200896,2.53,3.85331,10:1,1763337600,9.394,31.074,0.13660383,0.32693863,EQUITY,98.935,151.4,80.0,113.89578,115.0,1.72549,buy,45,9062359040,2.146,13659992064,16975837184,1.061,1.186,45183037440,63.782,10.633,0.15251,0.42762002,21907707904,24817524736,10149272576,0.327,0.176,0.48487,0.30233,0.24535,USD,NFLX,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,0.0050513023,98.935,False,[],1775579317,NMS,finmb_32012,America/New_York,EDT,-14400000,us_market,False,"Netflix, Inc.","Netflix, Inc.",REGULAR,True,1022160600000,0.0049972534,98.44 - 99.87,NasdaqGS,49667153,23.924995,0.3189574,75.01 - 134.115,-35.180008,-0.26231223,13.660383,1776369600,1776369600,1776369600,1776372300,1776372300,False,2.53,3.85331,3.13702,31.537891,10.460594,0.118233,-8.07711,-0.07547847,15,0,VIVEK,2026-04-06,1.7 - Buy,Netflix,2.0633
