,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,7692000000.0,5639000000.0,4687000000.0,4127000000.0
Repurchase Of Capital Stock,-10067000000.0,-6042000000.0,-3811000000.0,-7000000000.0
Repayment Of Debt,-7389000000.0,-2410000000.0,-909000000.0,-2830000000.0
Issuance Of Debt,8474000000.0,7495000000.0,3224000000.0,6117000000.0
Capital Expenditure,-4944000000.0,-4875000000.0,-4744000000.0,-4395000000.0
Interest Paid Supplemental Data,2207000000.0,1938000000.0,1892000000.0,1662000000.0
Income Tax Paid Supplemental Data,1740000000.0,1844000000.0,1386000000.0,1175000000.0
End Cash Position,1040000000.0,1933000000.0,935000000.0,908000000.0
Beginning Cash Position,1933000000.0,935000000.0,908000000.0,1451000000.0
Effect Of Exchange Rate Changes,9000000.0,-1000000.0,7000000.0,-20000000.0
Changes In Cash,-902000000.0,999000000.0,20000000.0,-523000000.0
Financing Cash Flow,-8550000000.0,-4582000000.0,-4094000000.0,-5656000000.0
Cash Flow From Continuing Financing Activities,-8550000000.0,-4582000000.0,-4094000000.0,-5656000000.0
Net Other Financing Charges,-1091000000.0,-1055000000.0,-917000000.0,-1290000000.0
Cash Dividends Paid,-679000000.0,-690000000.0,-661000000.0,-653000000.0
Common Stock Dividend Paid,-679000000.0,-690000000.0,-661000000.0,-653000000.0
Net Common Stock Issuance,-10067000000.0,-6042000000.0,-3811000000.0,-7000000000.0
Common Stock Payments,-10067000000.0,-6042000000.0,-3811000000.0,-7000000000.0
Net Issuance Payments Of Debt,3287000000.0,3205000000.0,1295000000.0,3287000000.0
Net Short Term Debt Issuance,2202000000.0,-1880000000.0,-1020000000.0,120000000.0
Net Long Term Debt Issuance,1085000000.0,5085000000.0,2315000000.0,3287000000.0
Long Term Debt Payments,-7389000000.0,-2410000000.0,-909000000.0,-2830000000.0
Long Term Debt Issuance,8474000000.0,7495000000.0,3224000000.0,6117000000.0
Investing Cash Flow,-4988000000.0,-4933000000.0,-5317000000.0,-3389000000.0
Cash Flow From Continuing Investing Activities,-4988000000.0,-4933000000.0,-5317000000.0,-3389000000.0
Net Other Investing Changes,12000000.0,-5000000.0,-19000000.0,-21000000.0
Net Investment Purchase And Sale,72000000.0,-115000000.0,-112000000.0,14000000.0
Net Business Purchase And Sale,-128000000.0,62000000.0,-442000000.0,1013000000.0
Sale Of Business,269000000.0,328000000.0,193000000.0,1237000000.0
Purchase Of Business,-397000000.0,-266000000.0,-635000000.0,-224000000.0
Net PPE Purchase And Sale,-4944000000.0,-4875000000.0,-4744000000.0,-4395000000.0
Purchase Of PPE,-4944000000.0,-4875000000.0,-4744000000.0,-4395000000.0
Operating Cash Flow,12636000000.0,10514000000.0,9431000000.0,8522000000.0
Cash Flow From Continuing Operating Activities,12636000000.0,10514000000.0,9431000000.0,8522000000.0
Change In Working Capital,418000000.0,-106000000.0,-457000000.0,-1152000000.0
Change In Payables And Accrued Expense,666000000.0,359000000.0,604000000.0,-296000000.0
Change In Inventory,-154000000.0,334000000.0,-126000000.0,-59000000.0
Change In Receivables,-94000000.0,-799000000.0,-935000000.0,-797000000.0
Changes In Account Receivables,-94000000.0,-799000000.0,-935000000.0,-797000000.0
Other Non Cash Items,239000000.0,283000000.0,224000000.0,182000000.0
Stock Based Compensation,401000000.0,360000000.0,262000000.0,341000000.0
Deferred Tax,310000000.0,22000000.0,229000000.0,571000000.0
Deferred Income Tax,310000000.0,22000000.0,229000000.0,571000000.0
Depreciation Amortization Depletion,3523000000.0,3312000000.0,3077000000.0,2969000000.0
Depreciation And Amortization,3523000000.0,3312000000.0,3077000000.0,2969000000.0
Operating Gains Losses,-37000000.0,-14000000.0,5000000.0,-1223000000.0
Gain Loss On Sale Of PPE,-37000000.0,-14000000.0,5000000.0,-1301000000.0
Net Income From Continuing Operations,7782000000.0,6657000000.0,6091000000.0,6834000000.0
