period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,7.17378,6.72,7.65,6.45,19,0.1122
+1q,7.47391,7.18,7.775,6.84,19,0.092700005
0y,30.32576,29.1,32.22,28.21,22,0.075
+1y,33.27341,32.09,34.54,30.32576,22,0.097200006
