period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,19086078450,18632000000,19229000000,17,18321000000,0.0418
+1q,19339161440,18967000000,19612833000,17,18605000000,0.0395
0y,78661297690,77000000000,80420000000,21,75600000000,0.0405
+1y,82482459650,81032234810,85085000000,21,78661297690,0.048600003
