,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,7733000.0,3066000.0,-1050000.0,248269000.0,
Tax Rate For Calcs,0.209,0.219,0.21,0.203,
Normalized EBITDA,15566000000.0,13882000000.0,12726000000.0,12067000000.0,
Total Unusual Items,37000000.0,14000000.0,-5000000.0,1223000000.0,
Total Unusual Items Excluding Goodwill,37000000.0,14000000.0,-5000000.0,1223000000.0,
Net Income From Continuing Operation Net Minority Interest,6784000000.0,5760000000.0,5242000000.0,5643000000.0,
Reconciled Depreciation,3523000000.0,3312000000.0,3077000000.0,2969000000.0,
Reconciled Cost Of Revenue,44226000000.0,41925000000.0,39389000000.0,37056000000.0,
EBITDA,15603000000.0,13896000000.0,12721000000.0,13290000000.0,
EBIT,12080000000.0,10584000000.0,9644000000.0,10321000000.0,
Net Interest Income,-2248000000.0,-2061000000.0,-1938000000.0,-1741000000.0,
Interest Expense,2248000000.0,2061000000.0,1938000000.0,1741000000.0,
Normalized Income,6754733000.0,5749066000.0,5245950000.0,4668269000.0,
Net Income From Continuing And Discontinued Operation,6784000000.0,5760000000.0,5242000000.0,5643000000.0,
Total Expenses,63635000000.0,60056000000.0,55341000000.0,51180000000.0,
Diluted Average Shares,239495000.0,261806000.0,276412000.0,294666000.0,
Basic Average Shares,224605100.0,249981400.0,265537300.0,290348000.0,
Diluted EPS,28.33,22.0,18.97,19.15,
Basic EPS,30.204123,23.041714,19.741106,19.43,
Diluted NI Availto Com Stockholders,6784000000.0,5760000000.0,5242000000.0,5643000000.0,
Net Income Common Stockholders,6784000000.0,5760000000.0,5242000000.0,5643000000.0,
Net Income,6784000000.0,5760000000.0,5242000000.0,5643000000.0,
Minority Interests,-998000000.0,-897000000.0,-849000000.0,-1191000000.0,
Net Income Including Noncontrolling Interests,7782000000.0,6657000000.0,6091000000.0,6834000000.0,
Net Income Continuous Operations,7782000000.0,6657000000.0,6091000000.0,6834000000.0,
Tax Provision,2050000000.0,1866000000.0,1615000000.0,1746000000.0,
Pretax Income,9832000000.0,8523000000.0,7706000000.0,8580000000.0,
Other Income Expense,115000000.0,37000000.0,17000000.0,1268000000.0,
Special Income Charges,37000000.0,14000000.0,-5000000.0,1223000000.0,
Gain On Sale Of Ppe,,,,1301000000.0,1620000000.0
Gain On Sale Of Business,37000000.0,14000000.0,-5000000.0,1301000000.0,
Other Special Charges,,,,78000000.0,12000000.0
Earnings From Equity Interest,78000000.0,23000000.0,22000000.0,45000000.0,
Net Non Operating Interest Income Expense,-2248000000.0,-2061000000.0,-1938000000.0,-1741000000.0,
Interest Expense Non Operating,2248000000.0,2061000000.0,1938000000.0,1741000000.0,
Operating Income,11965000000.0,10547000000.0,9627000000.0,9053000000.0,
Operating Expense,19409000000.0,18131000000.0,15952000000.0,14124000000.0,
Other Operating Expenses,15886000000.0,14819000000.0,12875000000.0,11155000000.0,
Depreciation Amortization Depletion Income Statement,3523000000.0,3312000000.0,3077000000.0,2969000000.0,
Depreciation And Amortization In Income Statement,3523000000.0,3312000000.0,3077000000.0,2969000000.0,
Selling General And Administration,,31170000000.0,29487000000.0,27685000000.0,26779000000.0
General And Administrative Expense,,31170000000.0,29487000000.0,27685000000.0,26779000000.0
Salaries And Wages,,31170000000.0,29487000000.0,27685000000.0,26779000000.0
Gross Profit,31374000000.0,28678000000.0,25579000000.0,23177000000.0,
Cost Of Revenue,44226000000.0,41925000000.0,39389000000.0,37056000000.0,
Total Revenue,75600000000.0,70603000000.0,64968000000.0,60233000000.0,
Operating Revenue,73142000000.0,68061000000.0,61894000000.0,56719000000.0,
