period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.75884,2.68,2.83,2.67,30,0.033299997
+1q,3.42804,3.27,3.57,3.19,30,0.0746
0y,13.24348,12.77,13.93,12.2,36,0.0855
+1y,14.36588,13.06431,15.14481,13.24348,36,0.0848
