period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.94146,0.93593,0.96,0.96,11,-0.019299999
+1q,1.51385,1.49,1.53,1.48,11,0.0229
0y,4.58826,4.57,4.61,4.46,18,0.028800001
+1y,5.00906,4.78,5.23,4.58826,18,0.0917
