,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1301,62305343,4522121909,0.013200001
1,2025-12-31,Blackrock Inc.,0.084300004,40359885,2929320527,0.0047
2,2025-12-31,State Street Corporation,0.0552,26445663,1919426268,-0.0084
3,2025-12-31,Capital Research Global Investors,0.0381,18247457,1324400462,-0.0062
4,2025-12-31,Invesco Ltd.,0.0337,16150862,1172229593,-0.0126
5,2025-12-31,"Geode Capital Management, LLC",0.026600001,12728692,923848488,0.0105
6,2025-12-31,Boston Partners,0.0224,10732673,778977425,-0.14109999
7,2025-12-31,Harris Associates L.P.,0.0165,7913611,574369900,-0.047399998
8,2025-12-31,NORGES BANK,0.0154,7365716,534603680,0.13
9,2025-12-31,Morgan Stanley,0.0126,6058405,439719045,0.090100005
