period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1772666120,1746700000,1800982670,18,1584600000,0.1187
+1q,1841006430,1798000000,1943000000,18,1723200000,0.0684
0y,7810207020,7758500000,7932000000,20,7010700000,0.11399999
+1y,8231234969,8039000000,8409701990,19,7810207020,0.0539
