period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.61086,4.23,5.2,4.25,21,0.0849
+1q,5.71489,5.38,6.38,4.72,21,0.21079999
0y,22.90718,21.25,25.35,19.06,27,0.2018
+1y,27.76669,24.42,32.25,22.90718,26,0.21209998
