,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,66675678.017503,116381365.437822,87117000.0,-167560000.0,
Tax Rate For Calcs,0.239841,0.19659,0.213,0.236,
Normalized EBITDA,14027000000.0,15446000000.0,15296000000.0,12124000000.0,
Total Unusual Items,278000000.0,592000000.0,409000000.0,-710000000.0,
Total Unusual Items Excluding Goodwill,278000000.0,592000000.0,409000000.0,-710000000.0,
Net Income From Continuing Operation Net Minority Interest,8884000000.0,10792000000.0,10335000000.0,6705000000.0,
Reconciled Depreciation,2262000000.0,2153000000.0,2144000000.0,2219000000.0,
Reconciled Cost Of Revenue,46111000000.0,41485000000.0,43797000000.0,41915000000.0,
EBITDA,14305000000.0,16038000000.0,15705000000.0,11414000000.0,
EBIT,12043000000.0,13885000000.0,13561000000.0,9195000000.0,
Net Interest Income,-502000000.0,-512000000.0,-511000000.0,-443000000.0,
Interest Expense,502000000.0,512000000.0,511000000.0,443000000.0,
Interest Income,,482000000.0,494000000.0,167000000.0,80000000.0
Normalized Income,8672675678.017504,10316381365.437822,10013117000.0,7247440000.0,
Net Income From Continuing And Discontinued Operation,8884000000.0,10792000000.0,10335000000.0,6705000000.0,
Total Expenses,56438000000.0,51737000000.0,54094000000.0,50598000000.0,
Total Operating Income As Reported,11151000000.0,13072000000.0,12966000000.0,7904000000.0,
Diluted Average Shares,472300000.0,489400000.0,513600000.0,530400000.0,
Basic Average Shares,470000000.0,486700000.0,510600000.0,526900000.0,
Diluted EPS,18.81,22.05,20.12,12.64,
Basic EPS,18.9,22.17,20.24,12.72,
Diluted NI Availto Com Stockholders,8884000000.0,10792000000.0,10335000000.0,6705000000.0,
Net Income Common Stockholders,8884000000.0,10792000000.0,10335000000.0,6705000000.0,
Net Income,8884000000.0,10792000000.0,10335000000.0,6705000000.0,
Minority Interests,2000000.0,4000000.0,3000000.0,1000000.0,
Net Income Including Noncontrolling Interests,8882000000.0,10788000000.0,10332000000.0,6704000000.0,
Net Income Continuous Operations,8882000000.0,10788000000.0,10332000000.0,6704000000.0,
Earnings From Equity Interest Net Of Tax,109000000.0,44000000.0,63000000.0,19000000.0,
Tax Provision,2768000000.0,2629000000.0,2781000000.0,2067000000.0,
Pretax Income,11541000000.0,13373000000.0,13050000000.0,8752000000.0,
Other Income Expense,892000000.0,813000000.0,595000000.0,366000000.0,
Other Non Operating Income Expenses,614000000.0,221000000.0,186000000.0,1076000000.0,
Special Income Charges,,0.0,0.0,-925000000.0,0.0
Impairment Of Capital Assets,,0.0,0.0,925000000.0,0.0
Gain On Sale Of Security,278000000.0,592000000.0,409000000.0,215000000.0,
Net Non Operating Interest Income Expense,-502000000.0,-512000000.0,-511000000.0,-443000000.0,
Interest Expense Non Operating,502000000.0,512000000.0,511000000.0,443000000.0,
Interest Income Non Operating,,482000000.0,494000000.0,167000000.0,80000000.0
Operating Income,11151000000.0,13072000000.0,12966000000.0,8829000000.0,
Operating Expense,10327000000.0,10252000000.0,10297000000.0,8683000000.0,
Other Operating Expenses,1194000000.0,1478000000.0,1818000000.0,1218000000.0,
Research And Development,2148000000.0,2107000000.0,2108000000.0,1814000000.0,
Selling General And Administration,6985000000.0,6667000000.0,6371000000.0,5651000000.0,
Gross Profit,21478000000.0,23324000000.0,23263000000.0,17512000000.0,
Cost Of Revenue,46111000000.0,41485000000.0,43797000000.0,41915000000.0,
Total Revenue,67589000000.0,64809000000.0,67060000000.0,59427000000.0,
Operating Revenue,67589000000.0,64809000000.0,67060000000.0,59427000000.0,
