period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.37814,1.29,1.6,1.3,28,0.060100004
+1q,1.58574,1.53,1.64,1.44,28,0.1012
0y,6.66657,6.4,7.0,6.05,30,0.1019
+1y,7.46292,7.0034,7.93,6.66657,29,0.1195
