period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.61383,0.59,0.66,0.55,30,0.1161
+1q,0.65987,0.59,0.74,0.53,29,0.245
0y,2.95042,2.75,3.98,2.35,33,0.2555
+1y,4.04846,3.5,4.99799,2.95042,31,0.3722
