period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,52278657300,46091000000,63226629980,9,47610000000,0.09810001
+1q,56015101280,44900611420,90647436790,9,44822000000,0.2497
0y,210206142450,178046000000,281653894990,13,189031000000,0.111999996
+1y,198457091890,178974000000,228072000000,13,210206142450,-0.0559
