,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-12752692.86754,0.0,-2201320.376827,-9988000.0,-2086784.576513
Tax Rate For Calcs,0.269044,0.235115,0.183443,0.227,0.173899
Normalized EBITDA,2074900000.0,1949300000.0,1650400000.0,1319700000.0,1133000000.0
Total Unusual Items,-47400000.0,0.0,-12000000.0,-44000000.0,-12000000.0
Total Unusual Items Excluding Goodwill,-47400000.0,0.0,-12000000.0,-44000000.0,-12000000.0
Net Income From Continuing Operation Net Minority Interest,1195500000.0,1245700000.0,1091300000.0,737800000.0,746200000.0
Reconciled Depreciation,249000000.0,227700000.0,209400000.0,236300000.0,143800000.0
Reconciled Cost Of Revenue,3977900000.0,3835100000.0,3597000000.0,3167000000.0,2837100000.0
EBITDA,2027500000.0,1949300000.0,1638400000.0,1275700000.0,1121000000.0
EBIT,1778500000.0,1721600000.0,1429000000.0,1039400000.0,977200000.0
Net Interest Income,-129700000.0,-80700000.0,-80900000.0,-76500000.0,-66900000.0
Interest Expense,129700000.0,80700000.0,80900000.0,76500000.0,66900000.0
Normalized Income,1230147307.13246,1245700000.0,1101098679.623173,771812000.0,756113215.423487
Net Income From Continuing And Discontinued Operation,1195500000.0,1245700000.0,1091300000.0,737800000.0,746200000.0
Total Expenses,4668900000.0,4492100000.0,4219500000.0,3742200000.0,3352100000.0
Total Operating Income As Reported,1722700000.0,1702300000.0,1418800000.0,1024800000.0,953700000.0
Diluted Average Shares,1288700000.0,1282800000.0,1272200000.0,1266200000.0,1268100000.0
Basic Average Shares,1225600000.0,1221800000.0,1215300000.0,1209800000.0,1207800000.0
Diluted EPS,0.93,0.97,0.86,0.58,0.59
Basic EPS,0.98,1.02,0.9,0.61,0.62
Diluted NI Availto Com Stockholders,1195500000.0,1245700000.0,1091300000.0,737800000.0,746200000.0
Net Income Common Stockholders,1195500000.0,1245700000.0,1091300000.0,737800000.0,746200000.0
Net Income,1195500000.0,1245700000.0,1091300000.0,737800000.0,746200000.0
Minority Interests,-9700000.0,-9400000.0,-9500000.0,-6400000.0,-5800000.0
Net Income Including Noncontrolling Interests,1205200000.0,1255100000.0,1100800000.0,744200000.0,752000000.0
Net Income Continuous Operations,1205200000.0,1255100000.0,1100800000.0,744200000.0,752000000.0
Tax Provision,443600000.0,385800000.0,247300000.0,218700000.0,158300000.0
Pretax Income,1648800000.0,1640900000.0,1348100000.0,962900000.0,910300000.0
Other Income Expense,8400000.0,19300000.0,-1800000.0,-29400000.0,11500000.0
Other Non Operating Income Expenses,55800000.0,19300000.0,10200000.0,14600000.0,23500000.0
Special Income Charges,-47400000.0,0.0,-12000000.0,-44000000.0,-12000000.0
Restructuring And Mergern Acquisition,47400000.0,0.0,12000000.0,44000000.0,12000000.0
Net Non Operating Interest Income Expense,-129700000.0,-80700000.0,-80900000.0,-76500000.0,-66900000.0
Interest Expense Non Operating,129700000.0,80700000.0,80900000.0,76500000.0,66900000.0
Operating Income,1770100000.0,1702300000.0,1430800000.0,1068800000.0,965700000.0
Operating Expense,691000000.0,657000000.0,622500000.0,575200000.0,515000000.0
Selling General And Administration,691000000.0,657000000.0,622500000.0,575200000.0,515000000.0
Gross Profit,2461100000.0,2359300000.0,2053300000.0,1644000000.0,1480700000.0
Cost Of Revenue,3977900000.0,3835100000.0,3597000000.0,3167000000.0,2837100000.0
Total Revenue,6439000000.0,6194400000.0,5650300000.0,4811000000.0,4317800000.0
Operating Revenue,6439000000.0,6194400000.0,5650300000.0,4811000000.0,4317800000.0
