,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,4378100000.0,2149300000.0,2155900000.0,1790800000.0,
Repurchase Of Capital Stock,-753200000.0,-689300000.0,-585100000.0,-730500000.0,
Repayment Of Debt,-401700000.0,-364400000.0,-648300000.0,-214500000.0,
Issuance Of Debt,8921700000.0,2991300000.0,354900000.0,50700000.0,
Capital Expenditure,-996600000.0,-665400000.0,-372800000.0,-383800000.0,
Interest Paid Supplemental Data,288100000.0,179500000.0,129200000.0,123700000.0,
Income Tax Paid Supplemental Data,1084100000.0,650000000.0,560400000.0,477700000.0,
End Cash Position,11130600000.0,3317000000.0,1475000000.0,1373100000.0,
Beginning Cash Position,3317000000.0,1475000000.0,1373100000.0,1197100000.0,
Effect Of Exchange Rate Changes,97800000.0,-54000000.0,-20700000.0,-70800000.0,
Changes In Cash,7715800000.0,1896000000.0,122600000.0,246800000.0,
Financing Cash Flow,7423200000.0,1729900000.0,-1012400000.0,-1196700000.0,
Cash From Discontinued Financing Activities,,,0.0,0.0,-28800000.0
Cash Flow From Continuing Financing Activities,7423200000.0,1729900000.0,-1012400000.0,-1196700000.0,
Net Other Financing Charges,-94400000.0,-60000000.0,-27800000.0,-10300000.0,
Proceeds From Stock Option Exercised,553000000.0,447400000.0,394500000.0,185300000.0,
Cash Dividends Paid,-802200000.0,-595100000.0,-500600000.0,-477400000.0,
Common Stock Dividend Paid,-802200000.0,-595100000.0,-500600000.0,-477400000.0,
Net Common Stock Issuance,-753200000.0,-689300000.0,-585100000.0,-730500000.0,
Common Stock Payments,-753200000.0,-689300000.0,-585100000.0,-730500000.0,
Net Issuance Payments Of Debt,8520000000.0,2626900000.0,-293400000.0,-163800000.0,
Net Short Term Debt Issuance,,0.0,0.0,0.0,796300000.0
Short Term Debt Payments,,0.0,0.0,-44900000.0,0.0
Short Term Debt Issuance,,0.0,0.0,44900000.0,796300000.0
Net Long Term Debt Issuance,8520000000.0,2626900000.0,-293400000.0,-163800000.0,
Long Term Debt Payments,-401700000.0,-364400000.0,-648300000.0,-169600000.0,
Long Term Debt Issuance,8921700000.0,2991300000.0,354900000.0,5800000.0,
Investing Cash Flow,-5082100000.0,-2648600000.0,-1393700000.0,-731100000.0,
Cash From Discontinued Investing Activities,,,,0.0,716900000.0
Cash Flow From Continuing Investing Activities,-5082100000.0,-2648600000.0,-1393700000.0,-731100000.0,
Net Other Investing Changes,,1900000.0,4900000.0,16500000.0,-13700000.0
Net Investment Purchase And Sale,-281700000.0,163500000.0,-59400000.0,-81200000.0,
Sale Of Investment,27600000.0,189700000.0,246300000.0,228200000.0,
Purchase Of Investment,-309300000.0,-26200000.0,-305700000.0,-309400000.0,
Net Business Purchase And Sale,-3818600000.0,-2156400000.0,-970400000.0,-288200000.0,
Purchase Of Business,-3818600000.0,-2156400000.0,-970400000.0,-288200000.0,
Net PPE Purchase And Sale,14800000.0,7800000.0,4000000.0,5600000.0,
Sale Of PPE,14800000.0,7800000.0,4000000.0,5600000.0,
Capital Expenditure Reported,-996600000.0,-665400000.0,-372800000.0,-383800000.0,
Operating Cash Flow,5374700000.0,2814700000.0,2528700000.0,2174600000.0,
Cash From Discontinued Operating Activities,,,0.0,0.0,16200000.0
Cash Flow From Continuing Operating Activities,5374700000.0,2814700000.0,2528700000.0,2174600000.0,
Change In Working Capital,77200000.0,-226100000.0,142000000.0,-219900000.0,
Change In Other Working Capital,109400000.0,-13200000.0,-7500000.0,-26400000.0,
Change In Payables And Accrued Expense,1570300000.0,680800000.0,-34200000.0,308400000.0,
Change In Accrued Expense,739300000.0,254600000.0,-7300000.0,168300000.0,
Change In Payable,831000000.0,426200000.0,-26900000.0,140100000.0,
Change In Account Payable,554100000.0,423100000.0,-34600000.0,62500000.0,
Change In Tax Payable,276900000.0,3100000.0,7700000.0,77600000.0,
Change In Income Tax Payable,276900000.0,3100000.0,7700000.0,77600000.0,
Change In Prepaid Assets,-150700000.0,-106800000.0,-34100000.0,49700000.0,
Change In Inventory,-487400000.0,-200100000.0,71400000.0,-278500000.0,
Change In Receivables,-964400000.0,-586800000.0,146400000.0,-273100000.0,
Changes In Account Receivables,-964400000.0,-586800000.0,146400000.0,-273100000.0,
Other Non Cash Items,,,-5400000.0,,
Stock Based Compensation,135400000.0,109500000.0,99000000.0,89500000.0,
Deferred Tax,-65600000.0,-82800000.0,-58800000.0,-4700000.0,
Deferred Income Tax,-65600000.0,-82800000.0,-58800000.0,-4700000.0,
Depreciation Amortization Depletion,922400000.0,572500000.0,406400000.0,392900000.0,
Depreciation And Amortization,922400000.0,572500000.0,406400000.0,392900000.0,
Net Income From Continuing Operations,4305300000.0,2441600000.0,1945500000.0,1916800000.0,
