period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.94144,0.91,1.01,0.63,17,0.4943
+1q,1.0505,0.98,1.149,0.81,16,0.2969
0y,4.39087,4.04,4.878,3.34,18,0.3146
+1y,5.1618,4.84332,5.69706,4.39087,17,0.17559999
