period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,6183648210,5404121000,6724872810,27,5771796000,0.0714
+1q,6586252320,5892491000,6997821240,26,6054457000,0.087799996
0y,26596928360,23961185000,30340000000,35,24193683000,0.099300005
+1y,29568688010,27581421000,33532000000,33,26596928360,0.1117
