period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.67321,0.66,0.7,0.56,29,0.2022
+1q,0.83338,0.72,0.96,0.62,29,0.3442
0y,3.66097,3.195,4.05,2.37,39,0.5447
+1y,4.74412,2.82,5.56,3.66097,38,0.2959
