,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1245,67111793,4036767539,-0.0076
1,2025-12-31,Price (T.Rowe) Associates Inc,0.0799,43093016,2592040539,-0.1028
2,2025-12-31,Blackrock Inc.,0.0776,41845413,2516997345,0.0397
3,2025-12-31,State Street Corporation,0.0427,23041942,1385970473,0.0063
4,2025-12-31,Morgan Stanley,0.0337,18178700,1093446960,-0.0952
5,2025-12-31,Capital World Investors,0.0297,16023441,963808350,0.41849998
6,2025-12-31,"Geode Capital Management, LLC",0.026700001,14406899,866573512,0.0047
7,2025-12-31,BAILLIE GIFFORD & CO,0.0183,9875845,594031074,-0.1527
8,2025-12-31,LOOMIS SAYLES & CO L P,0.0139999995,7522059,452451085,-0.025999999
9,2025-12-31,NORGES BANK,0.0138,7441802,447623635,0.2164
