period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.86261,3.63,4.04,3.381,13,0.1424
+1q,5.41886,5.3,5.59,4.93,12,0.0992
0y,19.75415,19.52,20.05,18.21,16,0.0848
+1y,21.60116,20.91,22.49,19.75415,15,0.0935
