period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,18375006000,17136000000,18953000000,19,17963000000,0.0229
+1q,19288337910,18750000000,19857000000,19,18155000000,0.0624
0y,79122621800,77865000000,79829000000,22,75048000000,0.0543
+1y,83060979400,79547000000,85805000000,21,79122621800,0.0498
