period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.56028,2.296,2.8,2.69,20,-0.0482
+1q,3.15901,2.928,3.36,3.29,18,-0.0398
0y,12.0542,11.45,12.5,12.49,23,-0.0349
+1y,13.41258,12.65,14.0,12.0542,22,0.11270001
