period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2996473440,2960333060,3019450140,15,2993000000,0.0011999999
+1q,3151364210,3061000000,3297000000,14,3110000000,0.013300001
0y,12556063070,12292200000,12976335560,20,12180000000,0.0309
+1y,13108876480,12814000000,13534000000,19,12556063070,0.044
