period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.98559,4.94,5.05,4.78,17,0.043
+1q,5.29448,5.11,5.48,4.87,17,0.0872
0y,21.49892,21.29542,22.1,20.0,18,0.0749
+1y,23.37843,22.75,24.66,21.49892,19,0.0874
