,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1171,12477100,4480401793,0.1248
1,2025-12-31,Blackrock Inc.,0.0863,9201647,3304219387,0.0058
2,2025-12-31,State Street Corporation,0.0478,5092005,1828488056,0.0211
3,2025-12-31,Morgan Stanley,0.0317,3376267,1212383704,-0.1366
4,2025-12-31,Windacre Partnership LLC,0.029000001,3096100,1111778537,1.0
5,2025-12-31,"Geode Capital Management, LLC",0.0248,2641573,948562438,0.0085
6,2025-12-31,JPMORGAN CHASE & CO,0.0248,2643243,949162119,-0.1666
7,2025-12-31,NORGES BANK,0.0235,2500108,897763772,0.33099997
8,2025-12-31,"Principal Financial Group, Inc.",0.022,2348526,843332192,-0.0802
9,2025-12-31,Invesco Ltd.,0.0175,1861975,668616595,0.1101
