,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,114058844.896477,1329377.183623,-26697500.0,-26182900.0,
Tax Rate For Calcs,0.138758,0.076843,0.059,0.107,
Normalized EBITDA,4996200000.0,5300700000.0,5145800000.0,5504300000.0,
Total Unusual Items,822000000.0,17300000.0,-452500000.0,-244700000.0,
Total Unusual Items Excluding Goodwill,822000000.0,17300000.0,-452500000.0,-244700000.0,
Net Income From Continuing Operation Net Minority Interest,4504900000.0,4412600000.0,3953600000.0,4338400000.0,
Reconciled Depreciation,543700000.0,482900000.0,421000000.0,341400000.0,
Reconciled Cost Of Revenue,2100700000.0,1970500000.0,1815800000.0,1560400000.0,
EBITDA,5818200000.0,5318000000.0,4693300000.0,5259600000.0,
EBIT,5274500000.0,4835100000.0,4272300000.0,4918200000.0,
Net Interest Income,673000000.0,656200000.0,422900000.0,100700000.0,
Interest Expense,43800000.0,55200000.0,73000000.0,59400000.0,
Interest Income,716800000.0,711400000.0,495900000.0,160100000.0,
Normalized Income,3796958844.896477,4396629377.183623,4379402500.0,4556917100.0,
Net Income From Continuing And Discontinued Operation,4504900000.0,4412600000.0,3953600000.0,4338400000.0,
Total Expenses,10640900000.0,10211300000.0,9070100000.0,7434000000.0,
Total Operating Income As Reported,3577900000.0,3990700000.0,4047100000.0,4738900000.0,
Diluted Average Shares,108600000.0,115100000.0,113700000.0,113500000.0,
Basic Average Shares,104600000.0,107900000.0,106700000.0,107100000.0,
Diluted EPS,41.48,38.34,34.77,38.22,
Basic EPS,43.07,40.9,37.05,40.51,
Diluted NI Availto Com Stockholders,4504900000.0,4412600000.0,3953600000.0,4338400000.0,
Net Income Common Stockholders,4504900000.0,4412600000.0,3953600000.0,4338400000.0,
Net Income,4504900000.0,4412600000.0,3953600000.0,4338400000.0,
Net Income Including Noncontrolling Interests,4504900000.0,4412600000.0,3953600000.0,4338400000.0,
Net Income Continuous Operations,4504900000.0,4412600000.0,3953600000.0,4338400000.0,
Tax Provision,725800000.0,367300000.0,245700000.0,520400000.0,
Pretax Income,5230700000.0,4779900000.0,4199300000.0,4858800000.0,
Other Income Expense,855700000.0,133000000.0,-270700000.0,19200000.0,
Other Non Operating Income Expenses,33700000.0,14700000.0,-4300000.0,8800000.0,
Special Income Charges,-124100000.0,-101000000.0,-186100000.0,-255100000.0,
Other Special Charges,124100000.0,101000000.0,186100000.0,255100000.0,
Restructuring And Mergern Acquisition,,,186100000.0,255100000.0,48000000.0
Gain On Sale Of Security,946100000.0,118300000.0,-266400000.0,10400000.0,
Net Non Operating Interest Income Expense,673000000.0,656200000.0,422900000.0,100700000.0,
Interest Expense Non Operating,43800000.0,55200000.0,73000000.0,59400000.0,
Interest Income Non Operating,716800000.0,711400000.0,495900000.0,160100000.0,
Operating Income,3702000000.0,3990700000.0,4047100000.0,4738900000.0,
Operating Expense,8540200000.0,8240800000.0,7254300000.0,5873600000.0,
Other Operating Expenses,-10000000.0,53400000.0,-2100000.0,-89900000.0,
Research And Development,5850200000.0,5233000000.0,4625100000.0,3847600000.0,
Selling General And Administration,2700000000.0,2954400000.0,2631300000.0,2115900000.0,
Gross Profit,12242200000.0,12231500000.0,11301400000.0,10612500000.0,
Cost Of Revenue,2100700000.0,1970500000.0,1815800000.0,1560400000.0,
Total Revenue,14342900000.0,14202000000.0,13117200000.0,12172900000.0,
Operating Revenue,13640300000.0,13687000000.0,12581100000.0,11807800000.0,
