period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3470702080,3060800000,3919560000,20,3028700000,0.1459
+1q,3813476310,3567000000,4083000000,20,3675600000,0.0375
0y,15686698590,14350000000,17213000000,27,14342900000,0.0937
+1y,17319314690,15680000000,19031084480,25,15686698590,0.1041
