,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0297,3086486,2325111656,-0.010199999
1,2025-12-31,Dodge & Cox Funds-Dodge & Cox Stock Fund,0.028800001,2994704,2255970439,0.024600001
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.024500001,2541598,1914636623,0.0109
3,2026-01-31,"Invesco QQQ Trust, Series 1",0.0217,2249975,1694951183,-0.0291
4,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0125,1296893,976975444,-0.0094
5,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0123000005,1282577,966190915,0.0017
6,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0114,1187174,894321926,-0.0185
7,2026-01-31,PUTNAM LARGE CAP VALUE FUND,0.0104,1082054,815132927,0.0
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0087,902972,680226873,0.0159
9,2026-02-28,SELECT SECTOR SPDR TRT-State Street Health Care Select Sector SPDR ETF,0.0072000003,746281,562188408,0.0134000005
