period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3410615500,3326600000,3514564900,12,3892650000,-0.1238
+1q,4192147160,3957684820,4322000000,12,4403755000,-0.0481
0y,16503369800,16291300000,16693200000,12,17311953000,-0.0467
+1y,17319517700,15818800000,18099000000,11,16503369800,0.0495
